file,concept1,concept2,value
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-117-1,sentence2phrase.train-Idiomatic-117-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-118-1,sentence2phrase.train-Idiomatic-118-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-119-1,sentence2phrase.train-Idiomatic-119-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-120-1,sentence2phrase.train-Idiomatic-120-2,2.25
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-121-1,sentence2phrase.train-Idiomatic-121-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-122-1,sentence2phrase.train-Idiomatic-122-2,0.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-123-1,sentence2phrase.train-Idiomatic-123-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-124-1,sentence2phrase.train-Idiomatic-124-2,3.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-125-1,sentence2phrase.train-Idiomatic-125-2,3.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-126-1,sentence2phrase.train-Idiomatic-126-2,1.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-127-1,sentence2phrase.train-Idiomatic-127-2,1.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-128-1,sentence2phrase.train-Idiomatic-128-2,4.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-129-1,sentence2phrase.train-Idiomatic-129-2,2.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-130-1,sentence2phrase.train-Idiomatic-130-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-131-1,sentence2phrase.train-Idiomatic-131-2,1.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-132-1,sentence2phrase.train-Idiomatic-132-2,3.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-133-1,sentence2phrase.train-Idiomatic-133-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-134-1,sentence2phrase.train-Idiomatic-134-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-135-1,sentence2phrase.train-Idiomatic-135-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-136-1,sentence2phrase.train-Idiomatic-136-2,4.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-137-1,sentence2phrase.train-Idiomatic-137-2,0.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-138-1,sentence2phrase.train-Idiomatic-138-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Idiomatic-139-1,sentence2phrase.train-Idiomatic-139-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-140-1,sentence2phrase.train-CQA-140-2,2.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-141-1,sentence2phrase.train-CQA-141-2,3.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-142-1,sentence2phrase.train-CQA-142-2,3.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-143-1,sentence2phrase.train-CQA-143-2,1.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-144-1,sentence2phrase.train-CQA-144-2,1.75
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-145-1,sentence2phrase.train-CQA-145-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-146-1,sentence2phrase.train-CQA-146-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-147-1,sentence2phrase.train-CQA-147-2,2.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-148-1,sentence2phrase.train-CQA-148-2,2.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-149-1,sentence2phrase.train-CQA-149-2,3.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-150-1,sentence2phrase.train-CQA-150-2,2.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-151-1,sentence2phrase.train-CQA-151-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-152-1,sentence2phrase.train-CQA-152-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-153-1,sentence2phrase.train-CQA-153-2,4.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-154-1,sentence2phrase.train-CQA-154-2,0.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-155-1,sentence2phrase.train-CQA-155-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-156-1,sentence2phrase.train-CQA-156-2,3.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-157-1,sentence2phrase.train-CQA-157-2,4.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-158-1,sentence2phrase.train-CQA-158-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-159-1,sentence2phrase.train-CQA-159-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-160-1,sentence2phrase.train-CQA-160-2,1.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-161-1,sentence2phrase.train-CQA-161-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-162-1,sentence2phrase.train-CQA-162-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-163-1,sentence2phrase.train-CQA-163-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-164-1,sentence2phrase.train-CQA-164-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-165-1,sentence2phrase.train-CQA-165-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-166-1,sentence2phrase.train-CQA-166-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-167-1,sentence2phrase.train-CQA-167-2,2.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-168-1,sentence2phrase.train-CQA-168-2,3.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-169-1,sentence2phrase.train-CQA-169-2,1.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-170-1,sentence2phrase.train-CQA-170-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-171-1,sentence2phrase.train-CQA-171-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-172-1,sentence2phrase.train-CQA-172-2,2.75
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-173-1,sentence2phrase.train-CQA-173-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-174-1,sentence2phrase.train-CQA-174-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-175-1,sentence2phrase.train-CQA-175-2,4.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-176-1,sentence2phrase.train-CQA-176-2,2.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-177-1,sentence2phrase.train-CQA-177-2,3.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-178-1,sentence2phrase.train-CQA-178-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-179-1,sentence2phrase.train-CQA-179-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-180-1,sentence2phrase.train-CQA-180-2,0.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-181-1,sentence2phrase.train-CQA-181-2,1.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-182-1,sentence2phrase.train-CQA-182-2,3.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-183-1,sentence2phrase.train-CQA-183-2,1.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-184-1,sentence2phrase.train-CQA-184-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-185-1,sentence2phrase.train-CQA-185-2,1.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-186-1,sentence2phrase.train-CQA-186-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-187-1,sentence2phrase.train-CQA-187-2,3.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-188-1,sentence2phrase.train-CQA-188-2,2.92
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-189-1,sentence2phrase.train-CQA-189-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-190-1,sentence2phrase.train-CQA-190-2,4.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-191-1,sentence2phrase.train-CQA-191-2,1.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-192-1,sentence2phrase.train-CQA-192-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-193-1,sentence2phrase.train-CQA-193-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-194-1,sentence2phrase.train-CQA-194-2,3.92
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-195-1,sentence2phrase.train-CQA-195-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-196-1,sentence2phrase.train-CQA-196-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-197-1,sentence2phrase.train-CQA-197-2,3.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-198-1,sentence2phrase.train-CQA-198-2,0.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-199-1,sentence2phrase.train-CQA-199-2,3.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-200-1,sentence2phrase.train-CQA-200-2,3.08
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-201-1,sentence2phrase.train-CQA-201-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-202-1,sentence2phrase.train-CQA-202-2,0.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-203-1,sentence2phrase.train-CQA-203-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-204-1,sentence2phrase.train-CQA-204-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-205-1,sentence2phrase.train-CQA-205-2,0.38
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-206-1,sentence2phrase.train-CQA-206-2,3.25
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-207-1,sentence2phrase.train-CQA-207-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-208-1,sentence2phrase.train-CQA-208-2,2.25
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-209-1,sentence2phrase.train-CQA-209-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-210-1,sentence2phrase.train-CQA-210-2,2.75
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-211-1,sentence2phrase.train-CQA-211-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-212-1,sentence2phrase.train-CQA-212-2,3.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-213-1,sentence2phrase.train-CQA-213-2,2.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-214-1,sentence2phrase.train-CQA-214-2,0.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-215-1,sentence2phrase.train-CQA-215-2,1.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-216-1,sentence2phrase.train-CQA-216-2,1.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-217-1,sentence2phrase.train-CQA-217-2,4.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-218-1,sentence2phrase.train-CQA-218-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-219-1,sentence2phrase.train-CQA-219-2,2.25
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-220-1,sentence2phrase.train-CQA-220-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-221-1,sentence2phrase.train-CQA-221-2,2.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-222-1,sentence2phrase.train-CQA-222-2,2.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-223-1,sentence2phrase.train-CQA-223-2,4.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-224-1,sentence2phrase.train-CQA-224-2,3.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-225-1,sentence2phrase.train-CQA-225-2,3.92
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-226-1,sentence2phrase.train-CQA-226-2,2.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-CQA-227-1,sentence2phrase.train-CQA-227-2,2.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-228-1,sentence2phrase.train-Newswire-228-2,2.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-229-1,sentence2phrase.train-Newswire-229-2,3.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-230-1,sentence2phrase.train-Newswire-230-2,0.25
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-231-1,sentence2phrase.train-Newswire-231-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-232-1,sentence2phrase.train-Newswire-232-2,1.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-233-1,sentence2phrase.train-Newswire-233-2,0.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-234-1,sentence2phrase.train-Newswire-234-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-235-1,sentence2phrase.train-Newswire-235-2,3.25
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-236-1,sentence2phrase.train-Newswire-236-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-237-1,sentence2phrase.train-Newswire-237-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-238-1,sentence2phrase.train-Newswire-238-2,2.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-239-1,sentence2phrase.train-Newswire-239-2,1.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-240-1,sentence2phrase.train-Newswire-240-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-241-1,sentence2phrase.train-Newswire-241-2,2.75
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-242-1,sentence2phrase.train-Newswire-242-2,0.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-243-1,sentence2phrase.train-Newswire-243-2,0.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-244-1,sentence2phrase.train-Newswire-244-2,0.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-245-1,sentence2phrase.train-Newswire-245-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-246-1,sentence2phrase.train-Newswire-246-2,3.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-247-1,sentence2phrase.train-Newswire-247-2,2.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-248-1,sentence2phrase.train-Newswire-248-2,2.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-249-1,sentence2phrase.train-Newswire-249-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-250-1,sentence2phrase.train-Newswire-250-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-251-1,sentence2phrase.train-Newswire-251-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-252-1,sentence2phrase.train-Newswire-252-2,1.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-253-1,sentence2phrase.train-Newswire-253-2,1.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-254-1,sentence2phrase.train-Newswire-254-2,1.92
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-255-1,sentence2phrase.train-Newswire-255-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-256-1,sentence2phrase.train-Newswire-256-2,1.25
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-257-1,sentence2phrase.train-Newswire-257-2,3.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-258-1,sentence2phrase.train-Newswire-258-2,1.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-259-1,sentence2phrase.train-Newswire-259-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-260-1,sentence2phrase.train-Newswire-260-2,2.42
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-261-1,sentence2phrase.train-Newswire-261-2,2.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-262-1,sentence2phrase.train-Newswire-262-2,0.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-263-1,sentence2phrase.train-Newswire-263-2,1.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-264-1,sentence2phrase.train-Newswire-264-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-265-1,sentence2phrase.train-Newswire-265-2,1.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-266-1,sentence2phrase.train-Newswire-266-2,2.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-267-1,sentence2phrase.train-Newswire-267-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-268-1,sentence2phrase.train-Newswire-268-2,3.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-269-1,sentence2phrase.train-Newswire-269-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-270-1,sentence2phrase.train-Newswire-270-2,2.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-271-1,sentence2phrase.train-Newswire-271-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-272-1,sentence2phrase.train-Newswire-272-2,2.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-273-1,sentence2phrase.train-Newswire-273-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-274-1,sentence2phrase.train-Newswire-274-2,1.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-275-1,sentence2phrase.train-Newswire-275-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-276-1,sentence2phrase.train-Newswire-276-2,4.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-277-1,sentence2phrase.train-Newswire-277-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-278-1,sentence2phrase.train-Newswire-278-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-279-1,sentence2phrase.train-Newswire-279-2,1.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-280-1,sentence2phrase.train-Newswire-280-2,3.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-281-1,sentence2phrase.train-Newswire-281-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-282-1,sentence2phrase.train-Newswire-282-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-283-1,sentence2phrase.train-Newswire-283-2,2.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-284-1,sentence2phrase.train-Newswire-284-2,2.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-285-1,sentence2phrase.train-Newswire-285-2,0.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-286-1,sentence2phrase.train-Newswire-286-2,0.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-287-1,sentence2phrase.train-Newswire-287-2,0.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-288-1,sentence2phrase.train-Newswire-288-2,1.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-289-1,sentence2phrase.train-Newswire-289-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-290-1,sentence2phrase.train-Newswire-290-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-291-1,sentence2phrase.train-Newswire-291-2,0.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-292-1,sentence2phrase.train-Newswire-292-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-293-1,sentence2phrase.train-Newswire-293-2,2.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-294-1,sentence2phrase.train-Newswire-294-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-295-1,sentence2phrase.train-Newswire-295-2,0.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-296-1,sentence2phrase.train-Newswire-296-2,1.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-297-1,sentence2phrase.train-Newswire-297-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-298-1,sentence2phrase.train-Newswire-298-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-299-1,sentence2phrase.train-Newswire-299-2,2.75
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-300-1,sentence2phrase.train-Newswire-300-2,1.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-301-1,sentence2phrase.train-Newswire-301-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-302-1,sentence2phrase.train-Newswire-302-2,3.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-303-1,sentence2phrase.train-Newswire-303-2,2.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-304-1,sentence2phrase.train-Newswire-304-2,2.25
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-305-1,sentence2phrase.train-Newswire-305-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-306-1,sentence2phrase.train-Newswire-306-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-307-1,sentence2phrase.train-Newswire-307-2,3.25
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-308-1,sentence2phrase.train-Newswire-308-2,2.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-309-1,sentence2phrase.train-Newswire-309-2,0.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-310-1,sentence2phrase.train-Newswire-310-2,3.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-311-1,sentence2phrase.train-Newswire-311-2,3.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-312-1,sentence2phrase.train-Newswire-312-2,1.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-313-1,sentence2phrase.train-Newswire-313-2,3.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-314-1,sentence2phrase.train-Newswire-314-2,1.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-315-1,sentence2phrase.train-Newswire-315-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-316-1,sentence2phrase.train-Newswire-316-2,1.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-317-1,sentence2phrase.train-Newswire-317-2,2.83
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-318-1,sentence2phrase.train-Newswire-318-2,3.42
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-319-1,sentence2phrase.train-Newswire-319-2,3.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-320-1,sentence2phrase.train-Newswire-320-2,2.25
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-321-1,sentence2phrase.train-Newswire-321-2,2.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-322-1,sentence2phrase.train-Newswire-322-2,2.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-323-1,sentence2phrase.train-Newswire-323-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-324-1,sentence2phrase.train-Newswire-324-2,1.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-325-1,sentence2phrase.train-Newswire-325-2,3.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-326-1,sentence2phrase.train-Newswire-326-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-327-1,sentence2phrase.train-Newswire-327-2,3.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-328-1,sentence2phrase.train-Newswire-328-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-329-1,sentence2phrase.train-Newswire-329-2,3.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-330-1,sentence2phrase.train-Newswire-330-2,2.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-331-1,sentence2phrase.train-Newswire-331-2,2.67
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-332-1,sentence2phrase.train-Newswire-332-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-333-1,sentence2phrase.train-Newswire-333-2,2.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-334-1,sentence2phrase.train-Newswire-334-2,1.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-335-1,sentence2phrase.train-Newswire-335-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-336-1,sentence2phrase.train-Newswire-336-2,1.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-337-1,sentence2phrase.train-Newswire-337-2,3.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-338-1,sentence2phrase.train-Newswire-338-2,2.50
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-339-1,sentence2phrase.train-Newswire-339-2,2.17
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-340-1,sentence2phrase.train-Newswire-340-2,0.00
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-341-1,sentence2phrase.train-Newswire-341-2,2.33
data/training/sentence2phrase.train.input.tsv,sentence2phrase.train-Newswire-342-1,sentence2phrase.train-Newswire-342-2,3.33
