concept,prompt
paragraph2sentence.test-scientific-485-2,En plus d’éliminer le dioxyde de carbone  la respiration entraîne une perte d’eau du corps.
paragraph2sentence.test-scientific-486-1,Un problème supplémentaire lié aux datations au carbone 14 provenant de sites archéologiques est connu sous le nom de problème du « vieux bois ». Il est possible  en particulier dans les climats secs et désertiques  que des matières organiques  telles que celles provenant d'arbres morts  restent dans leur état naturel pendant des centaines d'années avant que les humains ne les utilisent comme bois de chauffage ou comme matériaux de construction  après quoi elles font partie des archives archéologiques. Ainsi  la datation de cet arbre particulier n’indique pas nécessairement quand l’incendie a brûlé ou quand la structure a été construite. Pour cette raison  de nombreux archéologues préfèrent utiliser des échantillons de plantes à vie courte pour la datation au radiocarbone. Le développement de la datation par spectrométrie de masse par accélérateur (AMS)  qui permet d’obtenir une date à partir d’un très petit échantillon  a été très utile à cet égard.
paragraph2sentence.test-scientific-486-2,La datation au carbone 14 est rendue problématique pour les arbres des climats secs qui peuvent exister pendant des siècles avant d'être brûlés (entraînant des dates erronées)  c'est pourquoi de nombreux scientifiques préfèrent dater en utilisant des plantes à vie courte et utiliser la spectrométrie de masse  qui peut être effectuée sur de très petits échantillons.
paragraph2sentence.test-scientific-487-1,La dépression isostatique est le terme utilisé par les géologues pour désigner l'enfoncement d'une grande partie de la croûte terrestre dans l'asthénosphère. Le naufrage est provoqué par un poids lourd placé à la surface de la Terre. Cela est souvent dû au poids important de la glace glaciaire dû à la glaciation continentale  un processus dans lequel la glace permanente exerce une pression sur la croûte terrestre  la déprimant ainsi sous son poids.
paragraph2sentence.test-scientific-487-2,La dépression isostatique est causée par un poids lourd placé à la surface de la Terre  souvent dû aux glaciers.
paragraph2sentence.test-scientific-488-1,Les épaules qui présentent une raideur  secondaire à une oppression capsulaire  contribuent à la contracture et à l'hypertrophie du grand rond. Par conséquent  une rotation externe restreinte peut encourager un raccourcissement et un épaississement adaptatifs des rotateurs internes de l’épaule  principalement du grand rond et du sous-scapulaire. On peut supposer que la douleur latérale au bras présentée dans les dysfonctionnements de l’épaule pourrait être d’origine nerveuse secondaire à une tension neuronale défavorable du nerf radial. Le triceps brachial a le potentiel de piéger le nerf radial dans l'intervalle triangulaire secondaire à l'hypertrophie. La présence d'un arc fibreux au niveau de la tête longue et de la tête latérale complique encore la situation. L'extension forcée répétée observée dans la musculation et les sports impliquant des coups de poing peut constituer un précédent à ce scénario. Le nerf radial est vulnérable lorsqu’il traverse cet espace  pour toutes les raisons évoquées ci-dessus.
paragraph2sentence.test-scientific-488-2,Un entraînement léger du grand rond peut atténuer le piégeage en renforçant les muscles responsables de la rotation intérieure  bien que tout traumatisme nerveux puisse prendre plusieurs semaines pour s'en remettre.
paragraph2sentence.test-scientific-489-1,Jupiter est principalement composé d'hydrogène  un quart de sa masse étant constitué d'hélium  bien que l'hélium ne contienne qu'environ un dixième du nombre de molécules. Il se peut également qu’elle possède un noyau rocheux composé d’éléments plus lourds  mais comme les autres géantes gazeuses  Jupiter n’a pas de surface solide bien définie. En raison de sa rotation rapide  la forme de la planète est celle d'un sphéroïde aplati (elle possède un renflement léger mais perceptible autour de l'équateur).
paragraph2sentence.test-scientific-489-2,Jupiter  plante géante de forme sphéroïde aplatie et sans surface solide  possède un noyau rocheux tout en étant principalement composée d'hydrogène et d'hélium.
paragraph2sentence.test-scientific-490-1,La flottation par mousse est pratiquée en mélangeant des produits chimiques appelés collecteurs avec la boue de minerai. Les collecteurs s'adsorbent sur les surfaces des particules de minéraux sélectionnés (généralement le minéral précieux ciblé pour la concentration)  rendant ces minéraux hydrophobes. L'air traverse la boue dans un réservoir appelé cellule de flottation. L'air est divisé en minuscules bulles par divers mécanismes (en fonction de la conception de la cellule de flottation) et les minéraux désormais hydrophobes s'attachent aux bulles  remontant avec elles jusqu'à la surface de la cellule de flottation  où ils forment une mousse. La mousse s'écoule sur le bord supérieur (ou « lèvre ») de la cellule de flottation et forme le concentré de flottation. Idéalement  aucune particule minérale indésirable ne flotte et reste sur place sous forme de résidus de flottation.
paragraph2sentence.test-scientific-490-2,La flottation par mousse est pratiquée en mélangeant des produits chimiques appelés collecteurs avec la boue de minerai.
paragraph2sentence.test-scientific-491-1,Les organismes de la zone intertidale sont adaptés à un environnement extrême et rigoureux. L'eau est disponible régulièrement avec les marées  mais varie de fraîche avec la pluie à très salée et sèche avec un séchage entre les inondations des marées. L'action des vagues peut déloger les riverains de la zone littorale. Avec la forte exposition au soleil de la zone intertidale  la plage de températures peut aller de très chaude en plein soleil à près de zéro dans les climats plus froids.
paragraph2sentence.test-scientific-491-2,Étant donné que les conditions de sel et de température dans la zone intertidale peuvent varier considérablement  les organismes de cette zone doivent s'adapter à ces variations.
paragraph2sentence.test-scientific-492-1,On dit que les longues chaînes polyynes sont intrinsèquement instables en vrac car elles peuvent se réticuler les unes avec les autres dans une réaction exothermique (voire explosive). Les explosions constituent un réel danger dans ce domaine de recherche. Ils peuvent être assez stables  même contre l'humidité et l'oxygène  s'ils sont coiffés par des groupes inertes appropriés (tels que le tert-butyle ou le trifluorométhyle) plutôt que par des atomes d'hydrogène  particulièrement ceux encombrants qui peuvent maintenir les chaînes séparées. En 1995  la préparation de chaînes carbyne contenant plus de 300 carbones a été signalée à l'aide de cette technique. Cependant  le rapport a été contesté par l'affirmation selon laquelle les molécules détectées étaient des structures de type fullerène plutôt que de longs polyynes.
paragraph2sentence.test-scientific-492-2,Les longues chaînes de polyène peuvent exploser si elles sont assemblées en raison de la réticulation entre les molécules et les chercheurs doivent donc prendre les précautions nécessaires pour préparer les molécules au transport ou aux expériences utilisant des techniques de coiffage neutralisant.
paragraph2sentence.test-scientific-493-1,Dans le monde universitaire actuel  le terme « aryen » a été remplacé dans la plupart des cas par les termes « indo-iranien » et « indo-européen »  et « aryen » se limite désormais principalement à son apparition dans le terme « indo-aryen » pour les langues indiennes et leurs locuteurs. Les notions occidentales de « race aryenne » ont pris de l'importance dans la pensée raciste de la fin du XIXe et du début du XXe siècle  une idée notamment adoptée par l'idéologie nazie (voir race des maîtres).
paragraph2sentence.test-scientific-493-2,L'improvisation peut être considérée comme un moment spontané d'inventivité soudaine  « sur le coup » ou « spontanément »  qui peut simplement venir à l'esprit  au corps et à l'esprit comme une source d'inspiration et aucune préparation ou formation n'est nécessaire.
paragraph2sentence.test-scientific-494-1,Une galaxie sombre est une galaxie hypothétique composée de matière noire. Les galaxies sombres tirent leur nom du fait qu’elles n’ont pas d’étoiles détectables et qu’elles sont théoriquement invisibles. Ils ne sont pas capables de générer des étoiles car leur densité de gaz est trop élevée. Certains scientifiques ont émis l’hypothèse que les galaxies sombres étaient en réalité courantes aux premiers stades de l’univers. À l’origine  ces galaxies avaient du mal à créer des étoiles en raison de leur densité  mais au fil du temps  les galaxies ont commencé à créer des étoiles. Une communauté influente de scientifiques suppose l’existence de galaxies sombres pour étayer des théories basées sur d’autres corps célestes bien étudiés. Il existe des preuves expérimentales pour soutenir l'existence de galaxies sombres  bien que les scientifiques ne disposent d'aucune preuve concluante et poursuivent leurs recherches.
paragraph2sentence.test-scientific-494-2,Selon les théories astronomiques  les galaxies sombres  c'est-à-dire les galaxies invisibles très denses composées de matière noire  étaient courantes aux premiers stades de l'univers et des preuves expérimentales peuvent désormais étayer leur existence.
paragraph2sentence.test-scientific-495-1,La surcorrespondance correspond à un facteur de confusion apparent qui est en réalité le résultat de l'exposition. Les véritables facteurs de confusion sont associés à la fois à l’exposition et à la maladie  mais si l’exposition elle-même conduit au facteur de confusion  ou a un statut égal à celui-ci  alors la stratification en fonction de ce facteur de confusion sera également partiellement stratifiée par l’exposition  ce qui entraînera une relation obscurcie entre l’exposition à la maladie. La surappariement provoque donc un biais statistique.
paragraph2sentence.test-scientific-495-2,La lutte contre les maladies des plantes est cruciale pour une production alimentaire fiable et permet de réduire considérablement l’utilisation agricole des terres  de l’eau  du carburant et d’autres intrants.
paragraph2sentence.test-scientific-496-1,Morgan réagissait aux interprétations du comportement animal – notamment à l’approche anecdotique de George Romanes – qu’il jugeait excessivement anthropomorphes. Le prestige du canon de Lloyd Morgan vient en partie des cas qu'il a décrits dans lesquels un comportement qui pourrait à première vue sembler impliquer des processus mentaux supérieurs pourrait en fait être expliqué par un simple apprentissage par essais et erreurs (ce que nous appellerions aujourd'hui le conditionnement opérant). Un exemple célèbre est la manière habile avec laquelle Tony  le terrier de Morgan  a ouvert la porte du jardin  facilement perçue par quelqu'un qui considère le comportement final comme un acte perspicace ; Lloyd Morgan  cependant  avait observé et enregistré la série d'approximations par lesquelles le chien avait progressivement appris la réponse  et pouvait démontrer qu'aucune perspicacité n'était nécessaire pour l'expliquer.
paragraph2sentence.test-scientific-496-2,L'habileté des études de Morgan découle de son analyse minutieuse de la manière dont des actions apparemment complexes sur le plan mental pouvaient en réalité être expliquées en termes de conditionnement opérant  illustré de manière célèbre par le cas où le chien de Morgan était capable d'ouvrir une porte  mais dont Morgan a pu démontrer qu'il était dû à l'apprentissage du chien après de nombreux cas d'essais et d'erreurs.
paragraph2sentence.test-scientific-497-1,Il existe deux sous-catégories : les fibres insolubles et solubles. Les fibres alimentaires insolubles sont principalement constituées de cellulose  un gros polymère glucidique qui est indigestible par les humains qui ne disposent pas des enzymes nécessaires pour les démonter et dont le système digestif n'héberge pas non plus des quantités suffisantes des types de microbes capables de le faire. Les fibres alimentaires solubles comprennent une variété d'oligosaccharides  de cires  d'esters  d'amidons résistants et d'autres glucides qui se dissolvent ou se gélatinisent dans l'eau.
paragraph2sentence.test-scientific-497-2,Les types de fibres insolubles et solubles contiennent respectivement principalement de la cellulose et des oligosaccharides.
paragraph2sentence.test-scientific-498-1,Une micrométéorite est une particule extraterrestre  d'une taille allant de 50 µm à 2 mm  collectée à la surface de la Terre. Les micrométéorites sont des micrométéoroïdes qui ont survécu à leur entrée dans l'atmosphère terrestre. Elles diffèrent des météorites en ce sens qu'elles sont plus petites  plus abondantes et de composition différente. Elles constituent un sous-ensemble de la poussière cosmique  qui comprend également les plus petites particules de poussière interplanétaire (IDP). Fred Lawrence Whipple a été le premier à inventer le terme « micro-météorite » pour décrire des objets de la taille d'une poussière qui tombent sur Terre.
paragraph2sentence.test-scientific-498-2,Les micrométéoroïdes d'une taille de 50 µm à 2 mm qui peuvent atteindre la surface de la Terre sont appelés micrométéorites  particules extraterrestres plus petites.
paragraph2sentence.test-scientific-499-1,La plupart des pays du monde exploitent des flottes de navires marchands. Cependant  en raison des coûts d'exploitation élevés  ces flottes naviguent aujourd'hui dans de nombreux cas sous les pavillons de pays spécialisés dans la fourniture de main-d'œuvre et de services à des conditions avantageuses. Ces drapeaux sont appelés « pavillons de complaisance ». Actuellement  le Libéria et le Panama sont particulièrement favorisés. Toutefois  la propriété des navires peut appartenir à n’importe quel pays.
paragraph2sentence.test-scientific-499-2,Pendant les guerres  les navires marchands peuvent être utilisés comme auxiliaires des marines de leurs pays respectifs et sont appelés à livrer du personnel et du matériel militaires.
paragraph2sentence.test-scientific-500-1,Les audiogrammes chez l'homme sont produits à l'aide d'un audiomètre  qui présente différentes fréquences au sujet  généralement avec des écouteurs calibrés  à des niveaux spécifiés. Les niveaux sont pondérés en fonction de la fréquence par rapport à un graphique standard connu sous le nom de courbe d'audibilité minimale  censé représenter l'audition « normale ». Le seuil d'audition est fixé à environ 0 phon sur les contours d'égale intensité sonore  mais est normalisé dans une norme ANSI à 1 kHz. Il existe plusieurs courbes d'audibilité minimale  définies dans différentes normes internationales ; différents audiomètres donnent ainsi lieu à des différences dans les audiogrammes. La norme ASA-1951  par exemple  utilisait un niveau de 16 5 dB SPL (niveau de pression acoustique) à 1 kHz  tandis que la norme ANSI-1969/ISO-1963 plus récente utilise 6 5 dB SPL. Une correction de 10 dB est autorisée pour les personnes âgées.
paragraph2sentence.test-scientific-500-2,Un audiomètre produit des audiogrammes humains en diffusant différentes fréquences à un sujet  où les fréquences sont sélectionnées en fonction de la plage « normale » attendue de l'audition humaine et incluent de nombreuses fréquences au niveau minimal d'audibilité.
sentence2phrase.train-travel-1-1,Le plus ancien grand magasin est Trimingham's  qui propose une gamme complète d'articles de créateurs tels que des parfums et des vêtements  mais d'autres magasins agissent comme agents exclusifs pour certains producteurs (par exemple  Bluck's et Cooper's se spécialisent dans la porcelaine et le cristal).
sentence2phrase.train-travel-1-2,un assortiment d'articles de créateurs vendus par le grand magasin Trimingham
sentence2phrase.train-travel-2-1,Plus le fil est fin et plus le motif est complexe  plus la pièce est chère.
sentence2phrase.train-travel-2-2,techniques de fabrication de la soie
sentence2phrase.train-travel-3-1,L'entrée principale de la vieille ville circulaire  près du port  est l'Arco da Vila du XIXe siècle  un charmant arc et un clocher habituellement couronnés par une vénérable famille de cigognes nicheuses.
sentence2phrase.train-travel-3-2,cigognes faisant leur nid dans un clocher et une arche pittoresques
sentence2phrase.train-travel-4-1,Herring Cove vous offre une bonne vue et des explications détaillées sur les marées.
sentence2phrase.train-travel-4-2,100% exploité par l'énergie marémotrice
sentence2phrase.train-travel-5-1,Chaque printemps  si les conditions météorologiques sont favorables  elle devient le refuge des flamants roses.
sentence2phrase.train-travel-5-2,un printemps abritant des flamants roses par beau temps
sentence2phrase.train-travel-6-1,Il a choisi son chêne et son noyer d'Amérique du Nord  son teck d'Asie  ses lambris  son marbre et son verre d'Europe.
sentence2phrase.train-travel-6-2,différents matériaux de construction du monde entier
sentence2phrase.train-travel-7-1,Pendant les mois d'été  des lancements touristiques sont organisés et  pour les plus courageux  des baignades.
sentence2phrase.train-travel-7-2,nager pendant les mois d'été
sentence2phrase.train-travel-8-1,Le plus grand centre commercial moderne de Pékin est Sun Dong An Plaza.
sentence2phrase.train-travel-8-2,produits chinois modernes et classiques
sentence2phrase.train-travel-9-1,Autour de la marina se trouvent de nombreuses boutiques  restaurants et agences de voyages  ainsi que tous types de services pour accueillir les croisiéristes à l'arrivée.
sentence2phrase.train-travel-9-2,esprit de fête éternel
sentence2phrase.train-travel-10-1,À l'extrémité ouest de Bali  des mangroves entourent Gillimanuk  à peine plus qu'une large rue  quelques familles d'accueil et le terminal des ferries pour Java.
sentence2phrase.train-travel-10-2,les mangroves qui s'étendent sur toute la côte ouest de Bali
sentence2phrase.train-travel-11-1,Île dotée de magnifiques plages de sable fin et de terres agricoles  elle abrite également une importante réserve militaire américaine.
sentence2phrase.train-travel-11-2,magnifiques plages de sable fin
sentence2phrase.train-travel-12-1,Vous êtes sûr de trouver vos propres favoris  mais voici quelques points forts reconnus.
sentence2phrase.train-travel-12-2,un lac de marée clair
sentence2phrase.train-travel-13-1,Le cœur de la ville est la Plaza Major (également connue sous divers noms tels que Plaza des Armas  Plaza Principal  Plaza de la Independencia et Plaza de la Revolucion).
sentence2phrase.train-travel-13-2,Revolution Plaza  également connue localement sous le nom de Plaza Major
sentence2phrase.train-travel-14-1,Une belle excursion depuis Tavira est vers l'île voisine Ilha de Tavira  où se trouve une immense et très attrayante plage adossée à des dunes de sable.
sentence2phrase.train-travel-14-2,dunes de sable menant à une plage océanique géante
sentence2phrase.train-travel-15-1,Il n'est possible de le voir pleinement que lorsque vous entrez dans son enceinte par un passage étroit depuis la rue.
sentence2phrase.train-travel-15-2,une ruelle étroite de la rue principale
sentence2phrase.train-travel-16-1,Après un deuxième débarquement hollandais dans la baie de Padangbai  le rituel puputan se répéta lorsque le Raja de Karangasem et sa famille se jetèrent sur les canons ennemis.
sentence2phrase.train-travel-16-2,le rituel puputan d'abnégation  tel que démontré par le Raja de Karangasem et sa famille
sentence2phrase.train-travel-17-1,A proximité  le « Pic qui volait de loin » (Feilaifeng) abrite 380 sculptures bouddhistes en pierre créées sous la dynastie Yuan et quatre grottes sacrées.
sentence2phrase.train-travel-17-2,victoire contre eux à Nándorfehérvár (aujourd'hui Belgrade) en 1456
sentence2phrase.train-travel-18-1,Ici  dans la nuit du 18 avril 1775  le sacristain Robert Newman gravit la tour et accrocha les deux lanternes (« une  si par terre  et deux  si par mer ») avertissant les colons de Concord des mouvements de troupes britanniques.
sentence2phrase.train-travel-18-2,Americana classique formant la base d'une riche légende de Paul Revere
sentence2phrase.train-travel-19-1,En Ontario et au Québec  où l'avancée des forêts a progressivement dispersé les troupeaux de caribous  les Iroquois ont chassé les Algonquins et se sont installés pour cultiver le maïs  les haricots et les courges  vivant dans des maisons longues rectangulaires et multifamiliales.
sentence2phrase.train-travel-19-2,cultiver des cultures et vivre dans des maisons
sentence2phrase.train-travel-20-1,De nombreuses villes et villages de province organisent des marchés dominicaux où le marchandage fait bien sûr partie du plaisir.
sentence2phrase.train-travel-20-2,Marchés du dimanche
sentence2phrase.train-travel-21-1,Le musée du cinéma du Vondelpark propose également des projections spéciales et des festivals de films.
sentence2phrase.train-travel-21-2,festivals de films et projections de films spéciales
sentence2phrase.train-travel-22-1,Le téléphérique Spanish Aero vous offre une vue plongeante sur les rapides du Niagara Whirlpool.
sentence2phrase.train-travel-22-2,un regard aérien sur les rapides
sentence2phrase.train-travel-23-1,On pense que de grandes portes en bois étaient installées entre les piliers et que celles-ci pouvaient être retirées pour créer une stoa (arcade ouverte) si le roi le souhaitait.
sentence2phrase.train-travel-23-2,grandes portes en bois amovibles
sentence2phrase.train-travel-24-1,Regardez au-delà des vitrines alléchantes des magasins pour tirer le meilleur parti de votre visite.
sentence2phrase.train-travel-24-2,faire du shopping pendant les vacances
sentence2phrase.train-travel-25-1,Empruntez le téléphérique pour traverser la gorge pour une vue rapprochée des rapides.
sentence2phrase.train-travel-25-2,une vue rapprochée des rapides
sentence2phrase.train-travel-26-1,Il s'étend sur 2 1/2 hectares (6 acres) et diverses collections sont abritées dans les anciens bâtiments militaires en briques  dont la plupart datent de l'époque victorienne.
sentence2phrase.train-travel-26-2,l'armurerie dans le coin sud-ouest
sentence2phrase.train-travel-27-1,William Charles Cole Claiborne était un protestant de Virginie qui avait besoin d'interprètes pour communiquer en français et en espagnol.
sentence2phrase.train-travel-27-2,ceux qui ont suivi le radical Pedro Albizu Campos
sentence2phrase.train-travel-28-1,La guerre de 1812 a été alimentée par les griefs américains accumulés.
sentence2phrase.train-travel-28-2,la guerre de 1812
sentence2phrase.train-travel-29-1,La salle de la longévité bienveillante (Renshou Dian) est l'endroit où l'impératrice douairière Cixi recevait les membres de sa cour depuis son trône du dragon (qui est toujours en place).
sentence2phrase.train-travel-29-2,le trône du dragon vieux de plusieurs siècles
sentence2phrase.train-travel-30-1,Il y a aussi une salle dédiée aux familles qui se sont installées à Cozumel au XIXe siècle - après la guerre des castes - et qui ont développé l'île depuis cette époque.
sentence2phrase.train-travel-30-2,le développement et la revitalisation de Cozumel dans les années 1800
sentence2phrase.train-travel-31-1,Il s’agit d’une excursion d’une journée facile d’Acapulco à cette célèbre ville minière d’argent  et intéressante pour tous ceux qui souhaitent découvrir davantage le passé historique de ce pays.
sentence2phrase.train-travel-31-2,L'histoire minière du Mexique
sentence2phrase.train-travel-32-1,Le centre de Lisbonne est petit  compact et facile à parcourir en quelques jours seulement.
sentence2phrase.train-travel-32-2,les sites du Portugal
sentence2phrase.train-travel-33-1,Vous trouverez également de nombreuses pièces plus anciennes - pas tout à fait antiques mais néanmoins exquises - dans les magasins d'objets de collection de la ville sous la forme de jolies cuillères  de boîtes à pilules et de tabatières ornées ou de coupe-papier.
sentence2phrase.train-travel-33-2,objets de collection plus anciens comme des cuillères  des ouvre-lettres et des piluliers
sentence2phrase.train-travel-34-1,Chaque membre organisait un banquet bimensuel composé de gibier et de poisson qu'il avait lui-même pêché.
sentence2phrase.train-travel-34-2,disposition des sièges pour le banquet
sentence2phrase.train-travel-35-1,Venizelos était au pouvoir lors de l’échange épique de population avec la Turquie (1922)  au cours duquel près d’un million de Grecs rapatriés ont inondé Athènes.
sentence2phrase.train-travel-35-2,immigration de Turquie à Athènes
sentence2phrase.train-travel-36-1,Cette tour de garde  construite en 1345  est décorée de sculptures bouddhistes  avec des inscriptions en chinois  tibétain  sanscrit et dans les langues des tribus du nord.
sentence2phrase.train-travel-36-2,un vieux village maure exquis avec un solide château en ruine
sentence2phrase.train-travel-37-1,Prenez au moins un verre à l'hôtel Keltic Lodge  un ancien monument de la Nouvelle-Écosse qui mérite une visite pour sa vue sur Cape Smokey.
sentence2phrase.train-travel-37-2,l'historique Keltic Lodge et sa vue sur Cape Smokey
sentence2phrase.train-travel-38-1,Vestiges d'un plateau sous-marin qui s'est effondré au Jurassique  ils font partie d'une formation géologique vieille d'au moins 150 millions d'années.
sentence2phrase.train-travel-38-2,Vestiges vieux d'un million d'années d'un plateau sous-marin de l'ère jurassique
sentence2phrase.train-travel-39-1,La Sierra Morena Cette chaîne de montagnes de près de 480 km s'étend des montagnes du sud du Portugal à l'ouest jusqu'à la frontière de la province de Murcie à l'est  formant effectivement la frontière entre l'Andalousie et la majeure partie du reste de l'Espagne.
sentence2phrase.train-travel-39-2,au centre d'un escalier
sentence2phrase.train-travel-40-1,En été  la garnison s'anime avec la relève de la garde (tous les jours à 10 heures  du 24 juin à la première semaine de septembre).
sentence2phrase.train-travel-40-2,une période de service d'un an à Londres
sentence2phrase.train-travel-41-1,Des plantes rampantes escaladent désormais les murs abrupts  offrant un nouveau foyer à de nombreux oiseaux  lézards et grenouilles.
sentence2phrase.train-travel-41-2,l'exception qui confirme la règle
sentence2phrase.train-travel-42-1,Le Théâtre National se trouve ici  et de l'autre côté de la route se trouve l'Estação do Rossio (avec des trains pour Sintra et d'autres endroits)  qui ressemble à un palais maure avec des arcs en fer à cheval  juste à l'ouest de la place.
sentence2phrase.train-travel-42-2,le style de conception mauresque des arcs en fer à cheval
sentence2phrase.train-travel-43-1,Voici le véritable pouls de Budapest : grands hôtels  musées  bâtiments gouvernementaux  rues commerçantes  vie nocturne et boulevards très fréquentés.
sentence2phrase.train-travel-43-2,les nombreuses activités et attractions de Budapest
sentence2phrase.train-travel-44-1,Lorsqu'il y a des rebaixas  ou des soldes  se frayer un chemin parmi la foule n'est pas une tâche facile.
sentence2phrase.train-travel-44-2,foules commerçantes impénétrables
sentence2phrase.train-travel-45-1,Juste un peu au nord du site du palais se trouve la chrysólakkas ou « fosse d'or »  où le pendentif « abeille dorée » a été découvert parmi une plus grande cache de bijoux.
sentence2phrase.train-travel-45-2,les premiers colons d'une église précédente en Angleterre
sentence2phrase.train-travel-46-1,La maison principale date du XVIIème siècle et appartient à la famille actuelle depuis 1864.
sentence2phrase.train-travel-46-2,une maison familiale depuis des siècles  datant du 17ème siècle
sentence2phrase.train-travel-47-1,Vous pourrez tout acheter  des fruits et légumes aux textiles.
sentence2phrase.train-travel-47-2,disponibilité de fruits à l'achat
sentence2phrase.train-travel-48-1,Grâce aux puits  Turpan cultive du coton  des melons et des raisins d'une grande douceur et renommée.
sentence2phrase.train-travel-48-2,culture du coton  du melon et du raisin à Turpan
sentence2phrase.train-travel-49-1,Un sacbé relie le palais aux autres parties du site.
sentence2phrase.train-travel-49-2,jardins royaux
sentence2phrase.train-travel-50-1,Attirés par la promesse de galions au trésor et de réserves de munitions  certains pirates travaillaient de manière indépendante ; d’autres  cependant  furent employés par les différentes couronnes européennes  notamment britanniques  pour les aider à poursuivre leurs luttes de pouvoir dans le monde colonial.
sentence2phrase.train-travel-50-2,l'attrait du trésor et des munitions pour les pirates
sentence2phrase.train-travel-51-1,Les rues latérales abritent de belles galeries d'art (et d'artisanat) et de nombreuses récompenses pour l'exploration.
sentence2phrase.train-travel-51-2,explorer les petites rues secondaires
sentence2phrase.train-travel-52-1,La silhouette du Gunung Merapi  un volcan toujours actif  est souvent visible dans la brume au-dessus de l'eau.
sentence2phrase.train-travel-52-2,brumes matinales sur le lac
sentence2phrase.train-travel-53-1,Les bâtiments comprennent le bâtiment Wiesner d'IM Pei  les bâtiments Green  Dreyfus et Landau  ainsi que le centre étudiant Stratton d'Eduardo Catalano.
sentence2phrase.train-travel-53-2,derrière le centre sportif
sentence2phrase.train-travel-54-1,Un café-restaurant animé occupe un côté de la place  mais le bâtiment dominant est le splendide théâtre Vigadó.
sentence2phrase.train-travel-54-2,le magnifique bâtiment du théâtre Vigadó
sentence2phrase.train-travel-55-1,Au nord de l'Alexanderplatz  derrière le théâtre Volksbühne  la Schönhauser Allee est l'une des avenues les plus caractéristiques du vieux Berlin qui mène au centre de Prenzlauer Berg  le quartier ouvrier du XIXe siècle  aujourd'hui un quartier animé et bohème avec une vie nocturne colorée.
sentence2phrase.train-travel-55-2,Les logements ouvriers de Berlin
sentence2phrase.train-travel-56-1,Au nord-est de Stadhiou se trouve Panepistimiou (rue de l'Université)  officiellement nommée Elefthería Venizélou en l'honneur de l'homme d'État crétois.
sentence2phrase.train-travel-56-2,concepteur de la constitution crétoise
sentence2phrase.train-travel-57-1,Traversez la loggia pour trouver l’église d’Ágios Títos.
sentence2phrase.train-travel-57-2,le principal chemin de fer nord-sud du pays
sentence2phrase.train-travel-58-1,Vous n'avez pas besoin d'aller jusqu'à Herend pour acheter des céramiques de Herend  car il y a un magasin spécialisé sur la place József Nádor (derrière le café Gerbeaud sur la place Vörösmarty).
sentence2phrase.train-travel-58-2,la boutique de József Nádor tér pour acheter des céramiques Herend
sentence2phrase.train-travel-59-1,À partir de 1950  une campagne de promotion menée par Sir Stafford Sands a connu un énorme succès et a réussi à attirer les touristes aux Bahamas.
sentence2phrase.train-travel-59-2,le centre d'activité de cet arrière-pays balnéaire
sentence2phrase.train-travel-60-1,Il existe de nombreuses excursions à Santorin au nord  et ce petit rocher de la mer Égée présente un contraste intéressant avec son plus grand cousin.
sentence2phrase.train-travel-60-2,les plus belles îles grecques
sentence2phrase.train-travel-61-1,Les remparts offrent de belles vues sur le port et des boutiques d'artisanat se trouvent à l'étage.
sentence2phrase.train-travel-61-2,la boutique de cadeaux au sous-sol
sentence2phrase.train-travel-62-1,Des bars  des restaurants et des brasseries ouvertes tard le soir bordent la rue Berger attenante et les rues qui y mènent.
sentence2phrase.train-travel-62-2,commerces juste à côté de la rue Berger
sentence2phrase.train-travel-63-1,Essayez de visiter avant midi ou après 16 heures  surtout en été car la plupart des activités agricoles s'arrêtent dans la chaleur de l'après-midi.
sentence2phrase.train-travel-63-2,la précieuse image du Cristo de la Viña (Christ de la Vigne)
sentence2phrase.train-travel-64-1,Le Bagatelle  autrefois résidence royale  possède un très joli jardin anglais  regorgeant de fleurs au printemps et au début de l'été.
sentence2phrase.train-travel-64-2,en Europe et en Afrique du Nord
sentence2phrase.train-travel-65-1,Le sentier est particulièrement intéressant au début du printemps ou les matins d'été  lorsque les eaux sont parfaitement calmes  capturant les couleurs les plus époustouflantes des arbres et des falaises du mont Watkins derrière lui.
sentence2phrase.train-travel-65-2,le géant des marchés aux puces est St-Ouen juste au nord de la station de métro Porte de Clignancourt
sentence2phrase.train-travel-66-1,Cependant  si vous avez le temps  il est beaucoup plus gratifiant de faire le voyage circulaire le long de la côte nord jusqu'à Sitía  puis vers le sud autour des chaînes de montagnes Sitía et Ornón en approchant d'Ierápetra par l'est — le paysage est beaucoup plus excitant.
sentence2phrase.train-travel-66-2,frapper une cloche en cuivre du XVIIe siècle avec des pièces de monnaie
sentence2phrase.train-travel-67-1,Une légende est née selon laquelle la croix aurait pu avoir été laissée par un ancien saint – peut-être même l'apôtre Thomas – une quinzaine de siècles plus tôt.
sentence2phrase.train-travel-67-2,une croix ancienne vieille de plusieurs siècles
sentence2phrase.train-travel-68-1,Juste après se trouvent Puente Diamante  l'Acapulco Princess Golf Club et une rangée d'hôtels de luxe face à l'océan Pacifique.
sentence2phrase.train-travel-68-2,enterré dans des cercueils dans des cercueils dans des tombes royales souterraines
sentence2phrase.train-travel-69-1,Un petit marché de paille et de légumes se trouve au carrefour principal.
sentence2phrase.train-travel-69-2,commerces au carrefour
